mayorDeathReson;simulationTime;comfortMax;;collectorsCount;lumberjacksCount;artisansCount;babysCount;warehouseFoodCount;sceneFoodCount;warehouseWoodCount;sceneTreeCount;sceneWoodCount;collectorsDeathByMonster;collectorsDeathByHunger;collectorsDeathByThirst;lumberjacksDeathByMonster;lumberjacksDeathByHunger;lumberjacksDeathByThirst;artisansDeathByMonster;artisansDeathByHunger;artisansDeathByThirst;babysDeathByMonster;babysDeathByHunger;babysDeathByThirst
None;0;10;;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
None;10,1;10;;0;0;0;1;2;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Monster;20,43446;10;;1;0;0;0;2;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Monster;30,83827;10;;1;0;0;0;2;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Monster;40,83826;10;;0;0;0;0;2;12;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;50,83826;10;;0;0;0;0;2;15;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;60,83826;10;;0;0;0;0;2;19;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;70,83826;10;;0;0;0;0;2;22;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;80,83826;10;;0;0;0;0;2;22;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;90,83826;10;;0;0;0;0;2;22;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;100,8383;10;;0;0;0;0;2;22;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;110,8383;10;;0;0;0;0;2;22;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;120,8383;10;;0;0;0;0;2;22;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;130,8383;10;;0;0;0;0;2;22;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;140,8383;10;;0;0;0;0;2;22;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;150,8383;10;;0;0;0;0;2;22;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;160,8383;10;;0;0;0;0;2;22;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;170,8383;10;;0;0;0;0;2;22;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;180,8383;10;;0;0;0;0;2;22;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0
Monster;190,8383;10;;0;0;0;0;2;22;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0
